params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.4, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.6840149999998175,100,-2.6985576923076917,6.769230769230769,-13.375,6.769230769230769,10.053969230659614
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.5, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.7920960000001287,100,-4.5115384615384615,-13.375,-13.375,6.769230769230769,9.999333187827249
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.6, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.7715589999997974,100,-1.9180000000000001,5.733333333333333,-10.9,5.733333333333333,8.290010615192239
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.7, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.6692219999999907,100,-3.3028846153846154,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.8, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.6403089999998883,100,-2.698557692307692,6.769230769230769,-13.375,6.769230769230769,10.053969230659614
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.9, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.7178210000001854,100,-4.310096153846153,-13.375,-13.375,6.769230769230769,10.021628272780621
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.0, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",30.095632000000023,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.1, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.9537390000000414,100,-3.101442307692307,6.769230769230769,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.2, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.8011109999997643,100,-0.8855769230769229,6.769230769230769,-13.375,6.769230769230769,9.777736539798768
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.3, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.872961000000032,100,-3.3028846153846154,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.4, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.888789000000088,100,-3.3028846153846154,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.5, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.821085000000039,100,-2.094230769230769,6.769230769230769,-13.375,6.769230769230769,9.999333187827249
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.6, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.9514469999999164,100,-2.698557692307692,6.769230769230769,-13.375,6.769230769230769,10.053969230659614
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.7, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.8130120000000716,100,-2.4971153846153844,6.769230769230769,-13.375,6.769230769230769,10.039832880469248
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.8, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.893098999999893,100,2.4339999999999997,5.733333333333333,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.9, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.976067999999941,100,-2.9,6.769230769230769,-13.375,6.769230769230769,10.064054466649726
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.0, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",32.61573199999975,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.1, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.09838899999977,100,-3.9072115384615382,-13.375,-13.375,6.769230769230769,10.053969230659614
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.2, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.1040579999998954,100,-2.295673076923077,6.769230769230769,-13.375,6.769230769230769,10.02162827278062
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.3, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.1467069999998785,100,-5.518750000000001,-13.375,-13.375,6.769230769230769,9.825347267057243
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.4, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.0514130000001387,100,-4.712980769230769,-13.375,-13.375,6.769230769230769,9.972920192095904
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.5, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.0279480000003787,100,-3.705769230769231,-13.375,-13.375,6.769230769230769,10.064054466649726
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.6, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",2.9903949999998076,100,-2.9,6.769230769230769,-13.375,6.769230769230769,10.064054466649726
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.7, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.2080809999997655,100,-4.310096153846153,-13.375,-13.375,6.769230769230769,10.02162827278062
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.8, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.0000919999997677,100,-1.8927884615384614,6.769230769230769,-13.375,6.769230769230769,9.972920192095904
"{""alpha"": 0.5, ""q_init"": ""random"", ""discount_factor"": 0.9, ""epsilon_decay"": 0.0001, ""epsilon"": 0.5}",3.001227000000199,100,-2.497115384615385,6.769230769230769,-13.375,6.769230769230769,10.039832880469248
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.0, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",30.511831000000257,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.1, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.6816109999999753,100,-1.6913461538461538,6.769230769230769,-13.375,6.769230769230769,9.94235646655199
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.2, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.7073850000001585,100,-2.8999999999999995,6.769230769230769,-13.375,6.769230769230769,10.06405446664973
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.3, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.7817009999998845,100,-3.9072115384615382,-13.375,-13.375,6.769230769230769,10.053969230659614
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.4, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.7207589999998163,100,-2.9,6.769230769230769,-13.375,6.769230769230769,10.064054466649727
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.5, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.691334000000097,100,-3.1014423076923077,6.769230769230769,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.6, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.649797000000035,100,-1.8927884615384616,6.769230769230769,-13.375,6.769230769230769,9.972920192095904
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.7, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.8005330000000868,100,-3.4149999999999987,-10.9,-10.9,5.733333333333333,8.274978851936723
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.8, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.734439999999722,100,-2.2956730769230766,6.769230769230769,-13.375,6.769230769230769,10.02162827278062
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.9, ""epsilon_decay"": 0.0001, ""epsilon"": 0.1}",2.6774829999999383,100,-3.7057692307692305,-13.375,-13.375,6.769230769230769,10.064054466649726
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.0, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",30.32342800000015,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.1, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.8410730000000513,100,-2.0942307692307693,6.769230769230769,-13.375,6.769230769230769,9.999333187827249
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.2, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.896965999999793,100,-2.698557692307692,6.769230769230769,-13.375,6.769230769230769,10.053969230659614
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.3, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.814864999999827,100,-1.4899038461538459,6.769230769230769,-13.375,6.769230769230769,9.907603597813416
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.4, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.9709130000001096,100,-3.3028846153846154,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.5, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.8557150000001457,100,-3.1014423076923077,6.769230769230769,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.6, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.891077000000223,100,-3.9072115384615387,-13.375,-13.375,6.769230769230769,10.053969230659616
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.7, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.8269990000003418,100,-1.8927884615384614,6.769230769230769,-13.375,6.769230769230769,9.972920192095904
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.8, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",2.9162389999996776,100,-3.7057692307692305,-13.375,-13.375,6.769230769230769,10.064054466649727
"{""alpha"": 0.5, ""q_init"": 0, ""discount_factor"": 0.9, ""epsilon_decay"": 0.0001, ""epsilon"": 0.3}",3.017747000000327,100,-3.4149999999999987,-10.9,-10.9,5.733333333333333,8.274978851936723
