episode,length,time,reward,delta
0,500.0,0.028915999999981068,-3273.0,-0.2615077437525324
1,157.0,0.008714000000054511,-651.0,99.99971780178024
2,500.0,0.027547000000140542,-2679.0,-0.3641434712406296
3,500.0,0.027559000000110245,-2778.0,-0.2846062533579987
4,500.0,0.028334000000086235,-2580.0,-0.5693826892311992
5,208.0,0.01210199999991346,-504.0,89.99974602160222
6,137.0,0.007501999999931286,-730.0,80.999771419442
7,66.0,0.0037749999999050488,-65.0,72.89979427749779
8,390.0,0.02158699999995406,-1676.0,65.609814849748
9,166.0,0.009314000000131273,-363.0,59.04883336477321
10,500.0,0.028651000000081694,-2184.0,-0.2731146190246727
11,134.0,0.008520999999973355,-430.0,53.14395002829589
12,43.0,0.0025239999999939755,57.0,47.8295550254663
13,76.0,0.004390000000057626,-372.0,43.04659952291967
14,116.0,0.0071120000000064465,-313.0,38.74193957062771
15,195.0,0.01133199999981116,-887.0,34.867745613564935
16,64.0,0.004007000000001426,-63.0,31.380971052208437
17,36.0,0.0021679999999832944,-35.0,28.242873946987586
18,56.0,0.0031360000000404398,44.0,25.41858655228883
19,128.0,0.00755099999992126,-325.0,22.87672789705995
20,106.0,0.006190000000060536,-501.0,20.589055107353957
21,210.0,0.012249000000110755,-605.0,18.530149596618557
22,90.0,0.004809000000022934,-188.0,16.677134636956694
23,84.0,0.0046950000000833825,-182.0,15.009421173261032
24,63.0,0.00363100000004124,-62.0,13.508479055934927
25,138.0,0.007758999999850857,-335.0,12.15763115034143
26,73.0,0.0041220000000521395,-72.0,10.94186803530728
27,48.0,0.0027079999999841675,52.0,9.847681231776548
28,115.0,0.006540999999970154,-708.0,8.862913108598889
29,54.0,0.0029560000000401487,-53.0,7.976621797739
30,94.0,0.005146999999851687,-192.0,7.178959617965106
31,29.0,0.0017410000000381842,-28.0,6.461063656168591
32,107.0,0.00603899999987334,-205.0,5.814957290551732
33,68.0,0.00373899999999594,32.0,5.233461561496554
34,79.0,0.004385000000183936,-573.0,4.710115405346897
35,21.0,0.0011600000000271393,79.0,4.239103864812208
36,65.0,0.003768000000036409,-163.0,3.8151934783309827
37,48.0,0.0026269999998476123,-47.0,3.4336741304978915
38,21.0,0.0011569999999210268,79.0,3.090306717448101
39,57.0,0.003206999999974869,-155.0,2.7812760457032937
40,35.0,0.001886000000013155,-34.0,2.5031484411329643
41,65.0,0.003482999999960157,-64.0,2.2528335970196736
42,23.0,0.0017470000000230357,-121.0,2.027550237317712
43,42.0,0.002592999999933454,58.0,1.8247952135859435
44,39.0,0.0021809999998367857,61.0,1.642315692227342
45,55.0,0.00314499999990403,-252.0,1.4780841230046065
46,67.0,0.0036649999999553984,33.0,1.330275710704143
47,16.0,0.0008940000000166037,84.0,1.1972481396337287
48,27.0,0.0014630000000579457,-26.0,1.0775233256703558
49,38.0,0.0022490000001198496,-37.0,0.9697709931033245
50,55.0,0.003372000000126718,-153.0,0.8727938937929878
51,110.0,0.005928000000039901,-208.0,0.7855145044136833
52,27.0,0.0014630000000579457,73.0,0.7069630539723164
53,29.0,0.0016120000000228174,-28.0,0.6362667485750819
54,62.0,0.0035139999999955762,-61.0,0.5726400737175794
55,127.0,0.006988999999975931,-423.0,0.5153760663458229
56,16.0,0.0008909999999104912,84.0,0.4638384597112406
57,68.0,0.003746999999975742,-67.0,0.4174546137401194
58,12.0,0.0006940000000668078,88.0,0.37570915236611313
59,36.0,0.0023290000001452427,-35.0,0.338138237129499
60,17.0,0.0010549999999511783,-16.0,0.3043244134165519
61,53.0,0.0029449999999542342,-151.0,0.27389197207489246
62,88.0,0.004723000000012689,-483.0,0.2465027748674089
63,55.0,0.0028890000000956206,-153.0,0.2218524973806666
64,16.0,0.0008980000000065047,84.0,0.19966724764259425
65,49.0,0.002768999999943844,-48.0,0.17970052287833482
66,23.0,0.0014249999999265128,77.0,0.1617304705904985
67,16.0,0.0008880000000317523,84.0,0.14555742353144296
68,35.0,0.0019079999999576103,-34.0,0.13100168117830435
69,17.0,0.000937000000021726,83.0,0.11790151306047392
70,32.0,0.0017539999998916755,68.0,0.10611136175442937
71,49.0,0.0026290000000699365,-48.0,0.09550022557898785
72,59.0,0.003443000000061147,-256.0,0.0859502030210848
73,75.0,0.004181999999900654,-173.0,0.0773551827189749
74,24.0,0.0013309999999364663,76.0,0.06961966444707457
75,39.0,0.0022389999999177235,-38.0,0.06265769800236853
76,16.0,0.0009479999998802668,84.0,0.05639192820213168
77,40.0,0.0022030000000086147,-39.0,0.05075273538191993
78,59.0,0.0032020000001011795,-157.0,0.04567746184372368
79,31.0,0.001682000000073458,69.0,0.041109715659345625
80,25.0,0.00215000000002874,75.0,0.03699874409340964
81,24.0,0.0013740000001689623,76.0,0.03329886968407436
82,19.0,0.0011899999999513966,81.0,0.02996898271567261
83,41.0,0.002304999999978463,-139.0,0.026972084444111033
84,45.0,0.002547000000049593,-44.0,0.024274875999694245
85,17.0,0.001007999999956155,83.0,0.021847388399720558
86,16.0,0.000933000000031825,84.0,0.019662649559748502
87,51.0,0.0028369999999995343,-347.0,0.017696384603780757
88,40.0,0.0024490000000696455,-39.0,0.015926746143406945
89,38.0,0.0021410000001651497,-37.0,0.014334071529063408
90,73.0,0.004045999999789274,-369.0,0.01290066437616133
91,18.0,0.0010429999999814754,82.0,0.011610597938542355
92,28.0,0.0016259999999874708,72.0,0.010449538144683856
93,29.0,0.001646999999820764,-28.0,0.009404584330212629
94,26.0,0.0016040000000430155,-25.0,0.008464125897191366
95,23.0,0.0013630000000830478,77.0,0.007617713307467966
96,14.0,0.0009119999999711581,86.0,0.0068559419767240115
97,16.0,0.0009399999999004649,84.0,0.006170347779047347
98,14.0,0.0008369999998194544,86.0,0.0055533130011440335
99,13.0,0.0007749999999759893,87.0,0.004997981701023946
100,97.0,0.005453999999872394,-690.0,0.0044981835309272356
101,16.0,0.0009359999999105639,84.0,0.004048365177837354
102,12.0,0.000839999999925567,88.0,0.0036435286600493555
103,28.0,0.0015949999999520514,-126.0,0.003279175794048683
104,12.0,0.0007560000001376466,88.0,0.0029512582146509203
105,12.0,0.0007259999999860156,88.0,0.002656132393184407
106,29.0,0.0018419999998968706,-226.0,0.0023905191538631243
107,12.0,0.000722999999879903,88.0,0.002151467238476812
108,24.0,0.0013760000001639128,76.0,0.0019363205146305518
109,21.0,0.0012409999999363208,-20.0,0.0017426884631674966
110,41.0,0.002308999999968364,-40.0,0.0015684196168450626
111,41.0,0.002300999999988562,-139.0,0.0014115776551619774
112,17.0,0.0010429999999814754,83.0,0.001270419889650043
113,17.0,0.0009930000001077133,-16.0,0.001143377900689302
114,31.0,0.001763999999866428,-129.0,0.0010290401106232139
115,48.0,0.0028319999998984713,-245.0,0.0009261360995651557
116,18.0,0.0010009999998601415,82.0,0.0008335224896143245
117,32.0,0.0017090000001189765,-31.0,0.0007501702406500499
118,26.0,0.0014279999998052517,-25.0,0.0006751532165907292
119,16.0,0.0008909999999104912,84.0,0.0006076378949302352
120,21.0,0.0011469999999462743,79.0,0.0005468741054386328
121,21.0,0.0011899999999513966,79.0,0.0004921866948990328
122,29.0,0.001596999999947002,-127.0,0.0004429680254105506
123,78.0,0.004093000000011671,-374.0,0.00039867122286807444
124,21.0,0.001383999999916341,-20.0,0.00035880410058553025
125,20.0,0.001146000000062486,-118.0,0.00032292369053266157
126,48.0,0.002584999999953652,-245.0,0.00029063132147655324
127,55.0,0.0029339999998683197,-252.0,0.000261568189330319
128,26.0,0.0014200000000528235,-25.0,0.0002354113703972871
129,12.0,0.0007239999999910651,88.0,0.0002118702333575584
130,42.0,0.0022400000000288856,-239.0,0.00019068321002180255
131,13.0,0.0007430000000567816,-12.0,0.00017161488902672772
132,14.0,0.0008310000000619766,86.0,0.0001544534001283182
133,15.0,0.00084500000002663,-14.0,0.00013900806011690747
134,14.0,0.0007860000000619038,86.0,0.0001251072541066378
135,14.0,0.0009860000000116997,86.0,0.00011259652869455294
136,12.0,0.0006820000000971049,88.0,0.0001013368758293609
137,32.0,0.0017540000001190492,-130.0,9.12031882478459e-05
138,12.0,0.0006819999998697313,88.0,8.208286942590348e-05
139,28.0,0.0015109999999367574,-126.0,7.387458248331313e-05
140,21.0,0.0012229999999817665,79.0,6.648712422929748e-05
141,20.0,0.0011360000000877335,-19.0,5.983841180068339e-05
142,13.0,0.0008139999999912106,-12.0,5.385457062345722e-05
143,35.0,0.002002999999831445,-34.0,4.8469113565374755e-05
144,32.0,0.0017089999998916028,-130.0,4.3622202213100536e-05
145,22.0,0.001238000000057582,-21.0,3.925998198894831e-05
146,17.0,0.0011439999998401618,83.0,3.5333983788632395e-05
147,26.0,0.0014400000000023283,-25.0,3.1800585404084813e-05
148,16.0,0.0009059999999863066,84.0,2.8620526862255247e-05
149,16.0,0.0008930000001328153,84.0,2.575847418029298e-05
150,26.0,0.0015550000000530417,-25.0,2.318262676226368e-05
151,18.0,0.0009820000000217988,-17.0,2.0864364088879483e-05
152,22.0,0.0011950000000524597,-21.0,1.877792767857045e-05
153,13.0,0.0007319999999708671,87.0,1.690013490929232e-05
154,40.0,0.0021509999999125284,-138.0,1.5210121418363087e-05
155,16.0,0.0008890000001429144,84.0,1.3689109280790035e-05
156,13.0,0.0008170000000973232,87.0,1.2320198351289946e-05
157,27.0,0.0014949999999771535,-26.0,1.108817851047661e-05
158,22.0,0.0013639999999668362,-21.0,9.979360655165692e-06
159,19.0,0.0010429999999814754,81.0,8.981424585385867e-06
160,30.0,0.0016550000000279397,-29.0,8.083282125426194e-06
161,14.0,0.0008239999999659631,86.0,7.274953915725746e-06
162,14.0,0.0008050000001276203,86.0,6.547458525574257e-06
163,19.0,0.0010480000000825385,-117.0,5.892712678701173e-06
164,16.0,0.0008870000001479639,84.0,5.303441412252141e-06
165,31.0,0.001655999999911728,-30.0,4.773097273869098e-06
166,12.0,0.0006829999999808933,88.0,4.295787547903274e-06
167,21.0,0.0011580000000321888,-20.0,3.866208786007519e-06
168,18.0,0.0009939999999915017,82.0,3.4795879031435106e-06
169,12.0,0.0006809999999859428,88.0,3.131629114250245e-06
170,12.0,0.0007260000002133893,88.0,2.8184661999830496e-06
171,22.0,0.0013159999998606509,-21.0,2.5366195757214882e-06
172,29.0,0.0015789999999924476,71.0,2.2829576238336813e-06
173,40.0,0.002159000000119704,-138.0,2.0546618628713986e-06
174,20.0,0.0010899999999764987,80.0,1.8491956694788314e-06
175,25.0,0.0013910000000123546,-24.0,1.6642760982676919e-06
176,29.0,0.0015920000000733125,-28.0,1.4978484870198372e-06
177,14.0,0.0007910000001629669,86.0,1.348063634054597e-06
178,24.0,0.0012979999999060965,-23.0,1.2132572777545647e-06
179,12.0,0.0006820000000971049,88.0,1.0919315514001937e-06
180,19.0,0.0010419999998703133,-117.0,9.827383991023453e-07
181,14.0,0.0007820000000720029,86.0,8.844645549288543e-07
182,16.0,0.0008930000001328153,84.0,7.960180994359689e-07
183,18.0,0.0011910000000625587,-17.0,7.164162951767139e-07
184,12.0,0.0007270000000971777,88.0,6.447746585536152e-07
