steps,time,reward,delta,converged
1,0.02858699999978853,-4.359281437125748,0,False
2,0.0286220000002686,-3.37125748502994,0,False
3,0.020636000000195054,-5.78494623655914,100.0,False
4,0.005000999999992928,-3.1777777777777776,100.0,False
5,0.0073390000002291345,-3.8345323741007196,100.0,False
6,0.0018079999999827123,1.9705882352941178,100.0,False
7,0.006356999999752588,-3.543103448275862,100.0,False
8,0.003662999999960448,-5.27536231884058,100.0,False
9,0.002314999999725842,-3.255813953488372,100.0,False
10,0.0020110000000386208,1.6578947368421053,100.0,False
11,0.0035290000000713917,-5.538461538461538,100.0,False
12,0.00403199999982462,-3.684931506849315,100.0,False
13,0.0015659999999115826,2.4827586206896552,100.0,False
14,0.004280999999991764,-4.6419753086419755,100.0,False
15,0.002917999999681342,-2.7636363636363637,100.0,False
16,0.0056450000001859735,-6.97979797979798,100.0,False
17,0.0011230000000068685,4.315789473684211,100.0,False
18,0.0028470000002016604,-2.7962962962962963,100.0,False
19,0.0010989999996127153,-0.9,100.0,False
20,0.001592999999957101,-0.9333333333333333,100.0,False
21,0.0012639999999919382,-9.521739130434783,100.0,False
22,0.0006989999997131235,6.769230769230769,100.0,False
23,0.0011259999996582337,3.8095238095238093,100.0,False
24,0.0022670000003017776,-7.8604651162790695,100.0,False
25,0.0008029999999052961,5.733333333333333,100.0,False
26,0.002725999999711348,-0.9583333333333334,100.0,False
27,0.004226000000016938,-8.49367088607595,100.0,False
28,0.0014299999998002022,-4.592592592592593,100.0,False
29,0.0018289999998160056,-3.8529411764705883,100.0,False
30,0.0014710000000377477,2.740740740740741,100.0,False
31,0.0017829999997047707,-6.9393939393939394,100.0,False
32,0.00835800000004383,-9.453947368421053,100.0,False
33,0.0012030000002596353,-0.9090909090909091,100.0,False
34,0.00112200000012308,3.8095238095238093,100.0,False
35,0.0019480000000839937,-6.297297297297297,100.0,False
36,0.0009240000003956084,4.9411764705882355,100.0,False
37,0.0016959999998107378,2.15625,100.0,False
38,0.00104700000019875,4.315789473684211,100.0,False
39,0.0009049999998751446,4.9411764705882355,100.0,False
40,0.0020939999999427528,-0.9444444444444444,100.0,False
41,0.001326000000062777,3.04,100.0,False
42,0.0035490000000208966,-3.925373134328358,100.0,False
43,0.0034949999999298598,-7.354838709677419,100.0,False
44,0.0011250000002291927,-0.9047619047619048,100.0,False
45,0.0011669999998957792,3.590909090909091,100.0,False
46,0.001190000000406144,3.590909090909091,100.0,False
47,0.001332000000275002,-0.92,100.0,False
48,0.00153699999964374,2.8846153846153846,100.0,False
49,0.003752000000076805,-5.46969696969697,100.0,False
50,0.0037090000000716827,-6.7101449275362315,100.0,False
51,0.005710000000362925,-7.457943925233645,100.0,False
52,0.0011929999996027618,3.590909090909091,100.0,False
53,0.0011469999999462743,3.8095238095238093,100.0,False
54,0.0016029999997044797,-0.9285714285714286,100.0,False
55,0.0009599999998499698,4.611111111111111,100.0,False
