episode,length,time,reward,delta
0,10.0,0.0006370000000970322,0.0,0.0
1,62.0,0.003424999999992906,0.0,0.0
2,53.0,0.0030919999999241554,0.0,0.0
3,37.0,0.002187000000049011,0.0,0.0
4,150.0,0.00802699999997003,0.0,0.0
5,16.0,0.0010160000000496439,0.0,0.0
6,18.0,0.0009969999999839274,0.0,0.0
7,216.0,0.012202000000002045,0.0,0.0
8,32.0,0.00208199999997305,0.0,0.0
9,26.0,0.0016759999999749198,0.0,0.0
10,50.0,0.002836000000002059,0.0,0.0
11,60.0,0.003758999999945445,0.0,0.0
12,65.0,0.0036900000000059663,0.0,0.0
13,51.0,0.0032270000000380605,0.0,0.0
14,53.0,0.003274999999916872,0.0,0.0
15,40.0,0.0026489999999057545,0.0,0.0
16,17.0,0.0009969999999839274,0.0,0.0
17,146.0,0.008547000000021399,0.0,0.0
18,47.0,0.003153999999994994,0.0,0.0
19,20.0,0.0013210000000754007,0.0,0.0
20,40.0,0.0022470000000112123,0.0,0.0
21,20.0,0.001167000000009466,0.0,0.0
22,127.0,0.007186000000046988,0.0,0.0
23,66.0,0.004244999999968968,0.0,0.0
24,37.0,0.0021010000000387663,0.0,0.0
25,58.0,0.0035229999999728534,0.0,0.0
26,28.0,0.0017850000000407817,0.0,0.0
27,27.0,0.0015119999999342326,0.0,0.0
28,16.0,0.0009359999999105639,0.0,0.0
29,73.0,0.004719000000022788,0.0,0.0
30,63.0,0.0036579999999730717,0.0,0.0
31,113.0,0.00661200000001827,0.0,0.0
32,8.0,0.0006069999999454012,0.0,0.0
33,78.0,0.00678800000002866,0.0,0.0
34,35.0,0.00204200000007404,0.0,0.0
35,11.0,0.0007600000000138607,0.0,0.0
36,31.0,0.001852999999982785,0.0,0.0
37,75.0,0.004828999999972439,0.0,0.0
38,73.0,0.0071619999999938955,0.0,0.0
39,188.0,0.01162299999998595,0.0,0.0
40,27.0,0.001957000000061271,0.0,0.0
41,36.0,0.002309000000082051,0.0,0.0
42,6.0,0.0006429999999681968,0.0,0.0
43,57.0,0.004559999999969477,0.0,0.0
44,34.0,0.002217000000086955,0.0,0.0
45,76.0,0.005352000000016233,0.0,0.0
46,70.0,0.005155999999942651,0.0,0.0
47,4.0,0.00029099999994741665,0.0,0.0
48,8.0,0.0005110000000740911,0.0,0.0
49,41.0,0.00240099999996346,0.0,0.0
50,53.0,0.003909000000021479,0.0,0.0
51,43.0,0.003078000000073189,0.0,0.0
52,40.0,0.0029640000000199507,0.0,0.0
53,30.0,0.002349999999978536,0.0,0.0
54,99.0,0.005861999999979162,0.0,0.0
55,136.0,0.00966599999992468,0.0,0.0
56,172.0,0.011226999999962572,0.0,0.0
57,21.0,0.0015700000000151704,0.0,0.0
58,26.0,0.0021689999999807696,0.0,0.0
59,54.0,0.0033270000000129585,0.0,0.0
60,22.0,0.0018150000000787259,0.0,0.0
61,97.0,0.006365000000073451,0.0,0.0
62,27.0,0.002225000000066757,0.0,0.0
63,52.0,0.0031179999999721986,0.0,0.0
64,33.0,0.0023360000000138825,0.0,0.0
65,22.0,0.0018099999999776628,0.0,0.0
66,14.0,0.001033000000006723,0.0,0.0
67,63.0,0.004135000000019318,0.0,0.0
68,45.0,0.0038959999999406136,0.0,0.0
69,16.0,0.0010509999999612774,0.0,0.0
70,57.0,0.0032260000000405853,0.0,0.0
71,75.0,0.005257999999912499,0.0,0.0
72,10.0,0.0006809999999859428,0.0,0.0
73,67.0,0.00488699999993969,0.0,0.0
74,103.0,0.005966000000057647,0.0,0.0
75,27.0,0.0018589999999676365,0.0,0.0
76,84.0,0.005126000000018394,0.0,0.0
77,65.0,0.004510000000095715,0.0,0.0
78,31.0,0.0018519999999853098,0.0,0.0
79,32.0,0.0021129999998947824,0.0,0.0
80,51.0,0.003260999999952219,0.0,0.0
81,122.0,0.008268999999927473,0.0,0.0
82,101.0,0.008915000000001783,0.0,0.0
83,40.0,0.0027540000000954024,0.0,0.0
84,97.0,0.006490999999982705,0.0,0.0
85,10.0,0.0008659999999736101,0.0,0.0
86,82.0,0.006278000000065731,0.0,0.0
87,24.0,0.0019749999999021384,0.0,0.0
88,57.0,0.0034809999999652064,0.0,0.0
89,98.0,0.007756000000085805,0.0,0.0
90,15.0,0.0011560000000372384,0.0,0.0
91,68.0,0.004484000000047672,0.0,0.0
92,15.0,0.0009590000000798682,0.0,0.0
93,49.0,0.002959999999916363,0.0,0.0
94,37.0,0.00381399999992027,0.0,0.0
95,59.0,0.003865000000018881,0.0,0.0
96,108.0,0.0070989999999255815,0.0,0.0
97,29.0,0.0018840000000182044,0.0,0.0
98,109.0,0.00853200000005927,0.0,0.0
99,51.0,0.0032770000000255095,0.0,0.0
100,15.0,0.0009140000000797954,0.0,0.0
101,82.0,0.00713800000005449,0.0,0.0
102,65.0,0.004336000000080276,0.0,0.0
103,38.0,0.002446999999961008,0.0,0.0
104,38.0,0.0025190000000065993,0.0,0.0
105,109.0,0.008591000000023996,0.0,0.0
106,237.0,0.016991999999959262,0.0,0.0
107,94.0,0.00604400000008809,0.0,0.0
108,35.0,0.003086000000052991,0.0,0.0
109,108.0,0.00761899999997695,0.0,0.0
110,54.0,0.003421000000003005,0.0,0.0
111,43.0,0.0026200000000926593,0.0,0.0
112,173.0,0.01238299999999981,0.0,0.0
113,21.0,0.0015110000000504442,0.0,0.0
114,12.0,0.0008040000000164582,0.0,0.0
115,88.0,0.007145999999920605,0.0,0.0
116,82.0,0.0052879999999504435,0.0,0.0
117,165.0,0.011611000000016247,0.0,0.0
118,86.0,0.005493999999998778,0.0,0.0
119,61.0,0.005074000000035994,0.0,0.0
120,112.0,0.006841000000008535,0.0,0.0
121,72.0,0.0043100000000322325,0.0,0.0
122,21.0,0.0014080000000831205,0.0,0.0
123,59.0,0.003673000000048887,0.0,0.0
124,29.0,0.0017239999999674183,0.0,0.0
125,52.0,0.0031089999999949214,0.0,0.0
126,70.0,0.004029000000059568,0.0,0.0
127,7.0,0.0005160000000614673,0.0,0.0
128,82.0,0.005014999999957581,0.0,0.0
129,79.0,0.004843999999934567,0.0,0.0
130,103.0,0.006018999999923835,0.0,0.0
131,90.0,0.005654999999933352,0.0,0.0
132,97.0,0.0056439999999611246,0.0,0.0
133,34.0,0.002187000000049011,0.0,0.0
134,44.0,0.0025960000000395667,0.0,0.0
135,56.0,0.003750999999965643,0.0,0.0
136,108.0,0.006674999999972897,0.0,0.0
137,185.0,0.011669999999980973,0.0,0.0
138,185.0,0.01164399999993293,0.0,0.0
139,53.0,0.003958000000011452,0.0,0.0
140,152.0,0.01010200000007444,0.0,0.0
141,169.0,0.01360900000008769,0.0,0.0
142,5.0,0.000477000000046246,0.0,0.0
143,67.0,0.003838999999970838,0.0,0.0
144,79.0,0.004953000000000429,0.0,0.0
145,46.0,0.002927999999997155,0.0,0.0
146,57.0,0.0039460000000417494,0.0,0.0
147,86.0,0.006470000000035725,0.0,0.0
148,87.0,0.006434999999896718,0.0,0.0
149,67.0,0.004357999999911044,0.0,0.0
150,255.0,0.01805500000000393,0.0,0.0
151,15.0,0.002067000000010921,0.0,0.0
152,32.0,0.0027999999999792635,0.0,0.0
153,42.0,0.00248799999997118,0.0,0.0
154,170.0,0.012460000000032778,0.0,0.0
155,52.0,0.003319999999916945,0.0,0.0
156,45.0,0.002818999999931293,0.0,0.0
157,18.0,0.0011600000000271393,0.0,0.0
158,173.0,0.01275199999997767,0.0,0.0
159,74.0,0.004690999999979795,0.0,0.0
160,271.0,0.01966600000002927,0.0,0.0
161,96.0,0.006346000000007734,0.0,0.0
162,96.0,0.006816999999955442,0.0,0.0
163,149.0,0.009461999999984982,0.0,0.0
164,21.0,0.002057000000036169,0.0,0.0
165,9.0,0.0006929999999556458,0.0,0.0
166,76.0,0.0049119999999902575,0.0,0.0
167,149.0,0.01019399999995585,0.0,0.0
168,16.0,0.0011429999999563734,0.0,0.0
169,295.0,0.018965999999977612,0.0,0.0
170,219.0,0.01465100000007169,0.0,0.0
171,37.0,0.002790000000004511,0.0,0.0
172,47.0,0.0030940000000327927,0.0,0.0
173,195.0,0.014211000000045715,0.0,0.0
174,20.0,0.0023390000000063083,0.0,0.0
175,16.0,0.0012110000000120635,0.0,0.0
176,164.0,0.010418999999956213,0.0,0.0
177,225.0,0.013803000000052634,0.0,0.0
178,103.0,0.006562000000030821,0.0,0.0
179,404.0,0.024746999999933905,0.0,0.0
180,127.0,0.007866999999919244,0.0,0.0
181,223.0,0.01338799999996354,0.0,0.0
182,161.0,0.009853000000020984,0.0,0.0
183,6.0,0.0004360000000360742,0.0,0.0
184,118.0,0.0070750000000998625,0.0,0.0
185,35.0,0.0022770000000491564,0.0,0.0
186,24.0,0.001538999999979751,0.0,0.0
187,111.0,0.006711999999993168,0.0,0.0
188,252.0,0.015716999999995096,0.0,0.0
189,174.0,0.010446000000001732,0.0,0.0
190,92.0,0.005865999999969063,0.0,0.0
191,25.0,0.0014810000000125,0.0,0.0
192,57.0,0.004344999999943866,0.0,0.0
193,53.0,0.003068999999982225,0.0,0.0
194,218.0,0.013421999999991385,0.0,0.0
195,182.0,0.010736999999949148,0.0,0.0
196,391.0,0.023246000000085587,0.0,0.0
197,232.0,0.012942999999950189,0.0,0.0
198,63.0,0.003376000000002932,0.0,0.0
199,186.0,0.010005999999975757,0.0,0.0
200,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
