steps,time,reward,delta,converged
1,0.0016620000001239532,0.0,0.00042704552890592007,False
2,0.0024490000000696455,0.0,0.0007028063250245277,False
3,0.0018600000000787986,0.0,0.0007028063250245277,False
4,0.003940999999940686,0.0,0.0007783229167365306,False
5,0.0016739999998662825,0.0,0.0007783229167365306,False
6,0.007284000000026936,0.0,0.0007783229167365306,False
7,0.000927999999930762,0.0,0.0007783229167365306,False
8,0.0015740000001187582,0.0,0.0007783229167365306,False
9,0.0022589999998672283,0.0,0.0007783229167365306,False
10,0.001596999999947002,0.0,0.0007783229167365306,False
11,0.001291999999921245,0.0,0.0007783229167365306,False
12,0.001042000000097687,0.0,0.0007783229167365306,False
13,0.0010960000001887238,0.0,0.0007783229167365306,False
14,0.002028999999993175,0.0,0.0007783229167365306,False
15,0.0023429999998825224,0.0,0.0007783229167365306,False
16,0.005677000000105181,0.0,0.0007783229167365306,False
17,0.0010219999999208085,0.0,0.0007783229167365306,False
18,0.0024909999999636057,0.0,0.0007783229167365306,False
19,0.0017069999998966523,0.0,0.0007783229167365306,False
20,0.0008880000000317523,0.0,0.0007783229167365306,False
21,0.0025490000000445434,0.0,0.0007783229167365306,False
22,0.0017290000000684813,0.0,0.0007783229167365306,False
23,0.0013770000000477012,0.0,0.0007783229167365306,False
24,0.000839999999925567,0.0,0.0007783229167365306,False
25,0.002563000000009197,0.0,0.0007783229167365306,False
26,0.004804999999805659,0.0,0.0007783229167365306,False
27,0.0004450000001270382,0.0,0.0007783229167365306,False
28,0.0010950000000775617,0.0,0.0007783229167365306,False
29,0.002096000000165077,0.0,0.0007783229167365306,False
30,0.0007929999999305437,0.0,0.0007783229167365306,False
31,0.006827000000157568,0.0,0.0007783229167365306,False
32,0.0016610000000127911,0.0,0.0007783229167365306,False
33,0.0045780000000377186,0.0,0.0007783229167365306,False
34,0.0022819999999228457,0.0,0.0007783229167365306,False
35,0.0004960000001119624,0.0,0.0007783229167365306,False
36,0.001040999999986525,0.0,0.0007783229167365306,False
37,0.000573000000031243,0.0,0.0007783229167365306,False
38,0.0011050000000523141,0.0,0.0007783229167365306,False
39,0.0017209999998613057,0.0,0.0007783229167365306,False
40,0.0007769999999709398,0.0,0.0008686036457007164,False
41,0.0007920000000467553,0.0,0.0008686036457007164,False
42,0.00299500000005537,0.0,0.0008686036457007164,False
43,0.00037999999995008693,0.0,0.0008686036457007164,False
44,0.00084500000002663,0.0,0.0008686036457007164,False
45,0.0007600000001275475,0.0,0.0008686036457007164,False
46,0.001393000000007305,0.0,0.0008686036457007164,False
47,0.0013309999999364663,0.0,0.0008686036457007164,False
48,0.0010910000000876607,0.0,0.0008686036457007164,False
49,0.0016129999999066058,0.0,0.0008686036457007164,False
50,0.0030299999998533167,0.0,0.0008686036457007164,False
51,0.0014650000000528962,0.0,0.0008686036457007164,False
52,0.0016479999999319261,0.0,0.0008686036457007164,False
53,0.0013279999998303538,0.0,0.0008686036457007164,False
54,0.0013019999998959975,0.0,0.0008686036457007164,False
55,0.0020610000001397566,0.0,0.0008686036457007164,False
56,0.0007329999998546555,0.0,0.0008686036457007164,False
57,0.000827999999955864,0.0,0.0008686036457007164,False
58,0.0010609999999360298,0.0,0.0008686036457007164,False
59,0.0014549999998507701,0.0,0.0008686036457007164,False
60,0.0013170000001991866,0.0,0.0008686036457007164,False
