steps,time,reward,delta,converged
1,0.001435000000014952,0.0,0,False
2,0.002061999999909858,0.0,7.534237827408612e-05,False
3,0.003793999999970765,0.0,7.534237827408612e-05,False
4,0.001287999999931344,0.0,7.534237827408612e-05,False
5,0.0006769999999960419,0.0,7.534237827408612e-05,False
6,0.002107999999907406,0.0,8.671802264501921e-05,False
7,0.00042599999994763493,0.0,8.671802264501921e-05,False
8,0.0009629999999560823,0.0,8.671802264501921e-05,False
9,0.00042599999994763493,0.0,8.671802264501921e-05,False
10,0.002746999999999389,0.0,8.671802264501921e-05,False
11,0.0010839999999916472,0.0,8.671802264501921e-05,False
12,0.00037300000008144707,0.0,8.671802264501921e-05,False
13,0.0006260000000111177,0.0,8.671802264501921e-05,False
14,0.0019429999999829306,0.0,8.671802264501921e-05,False
15,0.0008800000000519503,0.0,8.671802264501921e-05,False
16,0.0006230000000186919,0.0,8.671802264501921e-05,False
17,0.0009890000000041255,0.0,8.671802264501921e-05,False
18,0.0009489999999914289,0.0,8.671802264501921e-05,False
19,0.0007759999999734646,0.0,8.671802264501921e-05,False
20,0.0022350000000415093,0.0,8.671802264501921e-05,False
21,0.0005240000000412692,0.0,8.671802264501921e-05,False
22,0.0034020000000509754,0.0,8.671802264501921e-05,False
23,0.0006759999999985666,0.0,8.671802264501921e-05,False
24,0.0018830000000207292,0.0,8.671802264501921e-05,False
25,0.0023820000000114305,0.0,8.671802264501921e-05,False
26,0.002004000000056294,0.0,8.671802264501921e-05,False
27,0.0014370000000099026,0.0,8.671802264501921e-05,False
28,0.0009709999999358843,0.0,8.671802264501921e-05,False
29,0.0012699999999767897,0.0,8.671802264501921e-05,False
30,0.004574000000047818,0.0,8.671802264501921e-05,False
31,0.0013729999999441134,0.0,8.671802264501921e-05,False
32,0.0015859999999747743,0.0,8.671802264501921e-05,False
33,0.0006230000000186919,0.0,8.671802264501921e-05,False
34,0.0006759999999985666,0.0,8.671802264501921e-05,False
35,0.001350999999999658,0.0,8.671802264501921e-05,False
36,0.0021729999999706706,0.0,8.671802264501921e-05,False
37,0.0021859999999378488,0.0,8.671802264501921e-05,False
38,0.0006949999999505962,0.0,8.671802264501921e-05,False
39,0.002521999999999025,0.0,8.671802264501921e-05,False
40,0.0002709999999979118,0.0,8.671802264501921e-05,False
41,0.0007259999999860156,0.0,8.671802264501921e-05,False
42,0.0004729999999426582,0.0,8.671802264501921e-05,False
43,0.0007209999999986394,0.0,8.671802264501921e-05,False
44,0.0011739999999917927,0.0,8.671802264501921e-05,False
45,0.0005229999999301072,0.0,8.671802264501921e-05,False
46,0.0006710000000111904,0.0,8.671802264501921e-05,False
47,0.002207999999995991,0.0,8.671802264501921e-05,False
48,0.0005999999999630745,0.0,8.671802264501921e-05,False
49,0.0002690000000029613,0.0,8.671802264501921e-05,False
50,0.002456000000051972,0.0,8.671802264501921e-05,False
51,0.00047100000006139453,0.0,8.671802264501921e-05,False
52,0.0011939999999412976,0.0,8.671802264501921e-05,False
53,0.0028790000000071814,0.0,8.671802264501921e-05,False
54,0.0007739999999785141,0.0,8.671802264501921e-05,False
