step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.011764705882352941,0.0029411764705882353,0.0,0.005094267081084933,0.011764705882352941,0.0
4,0.011904761904761904,0.004733893557422969,0.0,0.005797981018290535,0.011904761904761904,0.0
5,0.047619047619047616,0.01188141923436041,0.0058823529411764705,0.016835956652933266,0.047619047619047616,0.0
6,0.0,0.01018407362945178,0.0,0.016132034974023397,0.047619047619047616,0.0
7,0.0,0.008911064425770308,0.0,0.015461439143279288,0.047619047619047616,0.0
8,0.010869565217391304,0.009128675624839306,0.0,0.014590173012056855,0.047619047619047616,0.0
9,0.0,0.008215808062355376,0.0,0.014109775985085487,0.047619047619047616,0.0
10,0.01818181818181818,0.00912180898230654,0.0,0.013754833619355616,0.047619047619047616,0.0
11,0.01694915254237288,0.009774087612312068,0.005434782608695652,0.013345759704649887,0.047619047619047616,0.0
12,0.006993006993006993,0.009560158333903985,0.006993006993006993,0.012843588882491803,0.047619047619047616,0.0
13,0.022222222222222223,0.01046459146878386,0.008931286105199148,0.0127987916610106,0.047619047619047616,0.0
14,0.014925373134328358,0.010761976913153493,0.010869565217391304,0.012414773332008328,0.047619047619047616,0.0
15,0.0070921985815602835,0.010532615767428918,0.008980881899475794,0.012053330768187893,0.047619047619047616,0.0
16,0.0,0.009913050134050746,0.0070921985815602835,0.01195318040341697,0.047619047619047616,0.0
17,0.015625,0.010230380682159038,0.008980881899475794,0.011689854729997775,0.047619047619047616,0.0
18,0.02564102564102564,0.01104146725894149,0.010869565217391304,0.011887050175748901,0.047619047619047616,0.0
19,0.0,0.010489393895994415,0.008980881899475794,0.011833333374420394,0.047619047619047616,0.0
20,0.012987012987012988,0.010608328138423872,0.010869565217391304,0.01156039343475485,0.047619047619047616,0.0
21,0.0,0.01012613140485915,0.008980881899475794,0.0115087278113935,0.047619047619047616,0.0
22,0.0,0.009685864822039187,0.0070921985815602835,0.01144362037644822,0.047619047619047616,0.0
23,0.0,0.009282287121120888,0.007042602787283638,0.01136864340093057,0.047619047619047616,0.0
24,0.013513513513513514,0.009451536176816593,0.0070921985815602835,0.011169767074335733,0.047619047619047616,0.0
25,0.0,0.009088015554631339,0.007042602787283638,0.01110264715517973,0.047619047619047616,0.0
26,0.021739130434782608,0.009556575365007312,0.0070921985815602835,0.011153991187154808,0.047619047619047616,0.0
27,0.009345794392523364,0.009549047473132885,0.008218996487041823,0.010953071757284777,0.047619047619047616,0.0
28,0.0,0.009219769974059338,0.0070921985815602835,0.010902694837611101,0.047619047619047616,0.0
29,0.014285714285714285,0.009388634784447836,0.008218996487041823,0.010757946239847152,0.047619047619047616,0.0
30,0.00684931506849315,0.009306721245223491,0.0070921985815602835,0.010592514640884496,0.047619047619047616,0.0
31,0.022222222222222223,0.009710330650754703,0.008218996487041823,0.01066512966803691,0.047619047619047616,0.0
32,0.0,0.009416078206792439,0.0070921985815602835,0.010633385018742014,0.047619047619047616,0.0
33,0.0,0.009139134730122074,0.007042602787283638,0.010595958923009944,0.047619047619047616,0.0
34,0.024390243902439025,0.009574880706473988,0.0070921985815602835,0.010748127369739565,0.047619047619047616,0.0
35,0.0,0.00930891179796082,0.007042602787283638,0.010713970874565847,0.047619047619047616,0.0
36,0.0,0.009057319587205123,0.006993006993006993,0.010675463123824253,0.047619047619047616,0.0
37,0.011494252873563218,0.009121449410530336,0.007042602787283638,0.010541280184590978,0.047619047619047616,0.0
38,0.021739130434782608,0.009444979693203471,0.0070921985815602835,0.01059466485701132,0.047619047619047616,0.0
39,0.0,0.009208855200873384,0.007042602787283638,0.01056480887691909,0.047619047619047616,0.0
40,0.0,0.008984248976461837,0.006993006993006993,0.010531418860869241,0.047619047619047616,0.0
41,0.008849557522123894,0.00898104203707284,0.007042602787283638,0.010405309796063727,0.047619047619047616,0.0
42,0.0,0.008772180594350216,0.006993006993006993,0.010372305640234754,0.047619047619047616,0.0
43,0.005263157894736842,0.008692430078449912,0.006921161030750071,0.010267088348209096,0.047619047619047616,0.0
44,0.017857142857142856,0.008896090362420866,0.006993006993006993,0.010241855312508224,0.047619047619047616,0.0
45,0.034482758620689655,0.009452322281078883,0.007042602787283638,0.010795276223269078,0.047619047619047616,0.0
46,0.0,0.009251209041055928,0.006993006993006993,0.010766568519533353,0.047619047619047616,0.0
47,0.009708737864077669,0.009260740891535548,0.007042602787283638,0.010654026882240812,0.047619047619047616,0.0
48,0.0,0.009071746179463394,0.006993006993006993,0.010625737864955076,0.047619047619047616,0.0
49,0.008264462809917356,0.009055600512072472,0.007042602787283638,0.010519550965580455,0.047619047619047616,0.0
50,0.023255813953488372,0.009334036069747293,0.0070921985815602835,0.010600351310590976,0.047619047619047616,0.0
51,0.0078125,0.009304775760713691,0.007452349290780142,0.010500009518952897,0.047619047619047616,0.0
52,0.0,0.009129213953907773,0.0070921985815602835,0.010477249101918868,0.047619047619047616,0.0
